,sentiment,partisan_lean,state,Age.Percent Under 5 Years,Age.Percent Under 18 Years,Age.Percent 65 and Older,Miscellaneous.Percent Female,Ethnicities.White Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,date,state percent vaccinated,state_rate_0,state_rate-7,state_rate+7,state_rate+14,US percent vaccinated,US_rate_0,US_rate-7,US_rate+7,US_rate+14,lottery
183,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-23,55.22,6989.0,7250.0,4387.0,3938.0,51.05,5238.0,5671.0,3452.0,2939.0,False
186,-0.03125,0.3305996050309349,Oklahoma,6.5,24.1,16.1,50.5,74.0,7.8,11.1,25.5,2021-05-23,40.94,2210.0,2306.0,1545.0,1150.0,51.05,5238.0,5671.0,3452.0,2939.0,0
189,0.2,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-23,55.31,6672.0,8065.0,6313.0,3958.0,51.05,5238.0,5671.0,3452.0,2939.0,True
193,0.2109375,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-23,56.69,6400.0,6752.0,4912.0,3387.0,51.05,5238.0,5671.0,3452.0,2939.0,0
196,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-23,55.22,6989.0,7250.0,4387.0,3938.0,51.05,5238.0,5671.0,3452.0,2939.0,False
199,-0.0333333333333333,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-23,44.63,4151.0,4420.0,3139.0,2170.0,51.05,5238.0,5671.0,3452.0,2939.0,True
203,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-23,55.22,6989.0,7250.0,4387.0,3938.0,51.05,5238.0,5671.0,3452.0,2939.0,False
204,-0.1,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-23,55.22,6989.0,7250.0,4387.0,3938.0,51.05,5238.0,5671.0,3452.0,2939.0,False
205,0.25,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-23,45.11,3981.0,4430.0,2970.0,2255.0,51.05,5238.0,5671.0,3452.0,2939.0,0
209,-0.0239898989898989,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-23,53.95,6783.0,6565.0,5536.0,3006.0,51.05,5238.0,5671.0,3452.0,2939.0,True
210,0.390625,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-23,54.48,8410.0,8372.0,6647.0,4261.0,51.05,5238.0,5671.0,3452.0,2939.0,False
211,0.0,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-23,47.63,5393.0,5971.0,3754.0,3028.0,51.05,5238.0,5671.0,3452.0,2939.0,0
213,0.15,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-23,47.57,5238.0,5508.0,3546.0,1782.0,51.05,5238.0,5671.0,3452.0,2939.0,0
216,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-23,54.48,8410.0,8372.0,6647.0,4261.0,51.05,5238.0,5671.0,3452.0,2939.0,False
225,0.1666666666666666,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-23,55.31,6672.0,8065.0,6313.0,3958.0,51.05,5238.0,5671.0,3452.0,2939.0,True
230,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-23,53.95,6783.0,6565.0,5536.0,3006.0,51.05,5238.0,5671.0,3452.0,2939.0,True
232,0.625,0.3930639487814836,Utah,7.7,29.0,11.4,49.6,90.6,1.5,14.4,34.0,2021-05-23,44.11,5834.0,5342.0,2151.0,2478.0,51.05,5238.0,5671.0,3452.0,2939.0,0
233,-0.2638888888888889,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-23,55.22,6989.0,7250.0,4387.0,3938.0,51.05,5238.0,5671.0,3452.0,2939.0,False
235,0.6,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-23,38.69,3845.0,3440.0,990.0,5988.0,51.05,5238.0,5671.0,3452.0,2939.0,0
237,0.2666666666666666,0.5031906326653399,Wisconsin,5.7,21.8,17.5,50.2,87.0,6.7,7.1,30.1,2021-05-23,49.85,4474.0,4828.0,3250.0,2234.0,51.05,5238.0,5671.0,3452.0,2939.0,0
241,0.0,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-23,45.84,2927.0,3174.0,2642.0,1219.0,51.05,5238.0,5671.0,3452.0,2939.0,0
243,0.2483333333333333,0.512231173400438,Nevada,6.0,22.5,16.1,49.8,73.9,10.3,29.2,24.7,2021-05-23,44.21,4361.0,5749.0,3431.0,2044.0,51.05,5238.0,5671.0,3452.0,2939.0,0
249,0.25,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
253,0.1768939393939393,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-24,54.14,6821.0,6194.0,5254.0,3613.0,51.25,5022.0,5765.0,2971.0,3313.0,True
254,0.13,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-24,45.92,2990.0,3024.0,2574.0,1312.0,51.25,5022.0,5765.0,2971.0,3313.0,0
257,-0.05,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-24,53.2,7739.0,7665.0,6154.0,3628.0,51.25,5022.0,5765.0,2971.0,3313.0,True
258,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-24,54.14,6821.0,6194.0,5254.0,3613.0,51.25,5022.0,5765.0,2971.0,3313.0,True
259,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
260,0.625,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-24,53.32,5997.0,6161.0,4101.0,3123.0,51.25,5022.0,5765.0,2971.0,3313.0,0
263,0.4375,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-24,53.2,7739.0,7665.0,6154.0,3628.0,51.25,5022.0,5765.0,2971.0,3313.0,True
265,0.1875,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
268,0.3375,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
270,0.0,0.3708862516664528,Alabama,6.0,22.2,17.3,51.7,69.1,26.8,4.6,25.5,2021-05-24,35.63,2795.0,3279.0,1159.0,424.0,51.25,5022.0,5765.0,2971.0,3313.0,0
273,0.3748816287878787,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
275,0.0,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-24,45.3,4143.0,4051.0,2657.0,2472.0,51.25,5022.0,5765.0,2971.0,3313.0,0
276,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
277,0.04,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-24,38.44,3177.0,4706.0,2199.0,1465.0,51.25,5022.0,5765.0,2971.0,3313.0,0
279,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-24,54.84,8537.0,7805.0,5782.0,4875.0,51.25,5022.0,5765.0,2971.0,3313.0,False
280,0.0,0.3708862516664528,Alabama,6.0,22.2,17.3,51.7,69.1,26.8,4.6,25.5,2021-05-24,35.63,2795.0,3279.0,1159.0,424.0,51.25,5022.0,5765.0,2971.0,3313.0,0
281,0.461734693877551,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-24,42.94,4558.0,5077.0,3607.0,2849.0,51.25,5022.0,5765.0,2971.0,3313.0,0
282,0.4375,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-24,54.84,8537.0,7805.0,5782.0,4875.0,51.25,5022.0,5765.0,2971.0,3313.0,False
283,-0.0611111111111111,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
287,0.2916666666666667,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-24,42.64,3167.0,3308.0,2087.0,1676.0,51.25,5022.0,5765.0,2971.0,3313.0,0
288,0.3454545454545454,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-24,54.14,6821.0,6194.0,5254.0,3613.0,51.25,5022.0,5765.0,2971.0,3313.0,True
290,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-24,54.14,6821.0,6194.0,5254.0,3613.0,51.25,5022.0,5765.0,2971.0,3313.0,True
293,0.2777777777777778,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-24,55.42,6785.0,6883.0,4154.0,4245.0,51.25,5022.0,5765.0,2971.0,3313.0,False
2,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
35,0.0333333333333333,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
49,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
62,0.0,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-01,39.4,5828.0,6845.0,4869.0,3493.0,46.28,7384.0,8349.0,6218.0,5534.0,0
64,0.3166666666666667,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-01,50.13,9013.0,11599.0,7131.0,6460.0,46.28,7384.0,8349.0,6218.0,5534.0,0
81,0.25,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-01,46.82,9575.0,9803.0,7246.0,8207.0,46.28,7384.0,8349.0,6218.0,5534.0,False
87,0.0625,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
91,-0.1,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-01,47.52,9278.0,10102.0,7274.0,6629.0,46.28,7384.0,8349.0,6218.0,5534.0,0
95,0.9,0.3679989709973703,Kentucky,6.1,22.4,16.8,50.7,87.5,8.5,3.9,24.2,2021-05-01,41.28,5000.0,6703.0,3731.0,3975.0,46.28,7384.0,8349.0,6218.0,5534.0,False
98,-0.3,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-01,56.72,12524.0,12268.0,10550.0,9111.0,46.28,7384.0,8349.0,6218.0,5534.0,0
100,0.0,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-01,42.3,8217.0,8136.0,5081.0,7143.0,46.28,7384.0,8349.0,6218.0,5534.0,0
113,0.1363636363636363,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
118,-0.05,0.5031906326653399,Wisconsin,5.7,21.8,17.5,50.2,87.0,6.7,7.1,30.1,2021-05-01,45.94,7510.0,10121.0,5330.0,4989.0,46.28,7384.0,8349.0,6218.0,5534.0,0
123,0.19375,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-01,46.82,9575.0,9803.0,7246.0,8207.0,46.28,7384.0,8349.0,6218.0,5534.0,False
126,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
128,0.0,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-01,42.3,8217.0,8136.0,5081.0,7143.0,46.28,7384.0,8349.0,6218.0,5534.0,0
130,0.05,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-01,35.16,6255.0,7469.0,4762.0,4208.0,46.28,7384.0,8349.0,6218.0,5534.0,0
131,0.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-01,35.16,6255.0,7469.0,4762.0,4208.0,46.28,7384.0,8349.0,6218.0,5534.0,0
134,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
138,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
140,0.0,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-01,40.6,6933.0,8159.0,4792.0,4569.0,46.28,7384.0,8349.0,6218.0,5534.0,False
147,0.1583333333333333,0.5031906326653399,Wisconsin,5.7,21.8,17.5,50.2,87.0,6.7,7.1,30.1,2021-05-01,45.94,7510.0,10121.0,5330.0,4989.0,46.28,7384.0,8349.0,6218.0,5534.0,0
149,0.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-01,35.16,6255.0,7469.0,4762.0,4208.0,46.28,7384.0,8349.0,6218.0,5534.0,0
160,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
161,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
164,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
165,0.7125,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
166,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
168,0.875,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
172,0.0,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
174,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
176,0.175,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
178,0.175,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
182,0.2446428571428572,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-01,40.6,6933.0,8159.0,4792.0,4569.0,46.28,7384.0,8349.0,6218.0,5534.0,False
187,1.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-01,35.16,6255.0,7469.0,4762.0,4208.0,46.28,7384.0,8349.0,6218.0,5534.0,0
188,0.3333333333333333,0.4180495199255704,Indiana,6.2,23.3,16.1,50.7,84.8,9.9,7.3,26.5,2021-05-01,36.37,6105.0,5933.0,5556.0,5085.0,46.28,7384.0,8349.0,6218.0,5534.0,0
192,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
200,0.1363636363636363,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
202,1.0,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-01,34.51,5271.0,6312.0,5258.0,4285.0,46.28,7384.0,8349.0,6218.0,5534.0,0
205,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
208,0.0,0.3708862516664528,Alabama,6.0,22.2,17.3,51.7,69.1,26.8,4.6,25.5,2021-05-01,32.61,4542.0,5268.0,4097.0,3592.0,46.28,7384.0,8349.0,6218.0,5534.0,0
209,0.2,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-01,42.72,5048.0,7027.0,4570.0,3434.0,46.28,7384.0,8349.0,6218.0,5534.0,0
210,0.25,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
212,0.5166666666666667,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
217,-0.05,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-01,56.72,12524.0,12268.0,10550.0,9111.0,46.28,7384.0,8349.0,6218.0,5534.0,0
224,0.0,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-01,42.91,7920.0,8821.0,5663.0,5624.0,46.28,7384.0,8349.0,6218.0,5534.0,0
225,0.475,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
227,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
231,0.1704545454545454,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-01,35.16,6255.0,7469.0,4762.0,4208.0,46.28,7384.0,8349.0,6218.0,5534.0,0
232,0.1,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
235,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
237,0.38125,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-01,44.34,7705.0,9157.0,9606.0,8895.0,46.28,7384.0,8349.0,6218.0,5534.0,False
241,0.1022727272727272,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
242,0.3,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
244,0.4,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
245,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-01,50.13,9013.0,11599.0,7131.0,6460.0,46.28,7384.0,8349.0,6218.0,5534.0,0
247,0.0,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
248,0.0,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-01,40.6,6933.0,8159.0,4792.0,4569.0,46.28,7384.0,8349.0,6218.0,5534.0,False
250,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
251,0.4,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-01,56.72,12524.0,12268.0,10550.0,9111.0,46.28,7384.0,8349.0,6218.0,5534.0,0
252,-0.1300925925925926,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-01,40.97,6058.0,7351.0,4193.0,4330.0,46.28,7384.0,8349.0,6218.0,5534.0,0
254,0.7,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
257,0.0,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
259,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
260,0.4,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
261,0.87890625,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-01,50.13,9013.0,11599.0,7131.0,6460.0,46.28,7384.0,8349.0,6218.0,5534.0,0
262,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
263,0.0,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-01,56.72,12524.0,12268.0,10550.0,9111.0,46.28,7384.0,8349.0,6218.0,5534.0,0
266,0.0347727272727272,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
269,0.0,0.3679989709973703,Kentucky,6.1,22.4,16.8,50.7,87.5,8.5,3.9,24.2,2021-05-01,41.28,5000.0,6703.0,3731.0,3975.0,46.28,7384.0,8349.0,6218.0,5534.0,False
271,0.0,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
276,0.35,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-01,51.97,8917.0,10262.0,7677.0,7113.0,46.28,7384.0,8349.0,6218.0,5534.0,0
277,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
282,-0.1625,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-01,49.21,9107.0,9879.0,7011.0,7070.0,46.28,7384.0,8349.0,6218.0,5534.0,False
284,0.0,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
285,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-01,48.04,9455.0,9502.0,7402.0,6781.0,46.28,7384.0,8349.0,6218.0,5534.0,False
287,0.0,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-01,38.5,6445.0,6715.0,4780.0,4538.0,46.28,7384.0,8349.0,6218.0,5534.0,0
288,0.195,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-01,46.87,7565.0,9612.0,5473.0,6160.0,46.28,7384.0,8349.0,6218.0,5534.0,0
289,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-01,48.93,9531.0,12555.0,7358.0,8179.0,46.28,7384.0,8349.0,6218.0,5534.0,False
290,0.0214285714285714,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-01,46.83,10767.0,8872.0,7747.0,7214.0,46.28,7384.0,8349.0,6218.0,5534.0,0
